model,title,pde_class,mod_type,question_type,candidate,letters,correct_letter,logprob_A,logprob_B,logprob_C,logprob_D,predicted_letter,correct,logprob_correct,margin,entropy,finish_reason
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_1,burgers,CorrComm_Invalid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-8.37537956237793,-0.000379132863599807,-9.75037956237793,-11.62537956237793,B,True,-0.000379132863599807,8.37500042951433,0.0021610262584599335,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_1,burgers,CorrComm_Invalid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.276871418871451e-05,-10.875022888183594,-13.375022888183594,-16.000022888183594,A,True,-2.276871418871451e-05,10.875000119469405,0.00022473628791684438,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_1,burgers,CorrComm_Invalid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-11.37517261505127,-0.00017248096992261708,-11.12517261505127,-14.00017261505127,B,True,-0.00017248096992261708,11.375000134081347,0.00014204980194728776,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_1,burgers,CorrComm_Invalid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",B,-11.500039100646973,-3.93382906622719e-05,-11.625039100646973,-14.375039100646973,B,True,-3.93382906622719e-05,11.49999976235631,0.000126624964253703,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,pde_class,,"{""A"": ""burgers"", ""B"": ""heat"", ""C"": ""wave"", ""D"": ""navier-stokes""}",A,-0.005416361149400473,-5.380416393280029,-7.380416393280029,-8.755415916442871,A,True,-0.005416361149400473,5.375000032130629,0.03613487099217729,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.3518425226211548,-1.2268425226211548,-7.351842403411865,-9.601842880249023,A,False,-1.2268425226211548,-0.875,0.6058826816456708,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.25468459725379944,-1.504684567451477,-7.3796844482421875,-9.692184448242188,A,False,-1.504684567451477,-1.2499999701976776,0.5303042613236648,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.044307924807071686,-3.1693079471588135,-7.544307708740234,-10.044307708740234,A,True,-0.044307924807071686,3.125000022351742,0.17452322614733212,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.02443099208176136,-3.774430990219116,-7.524431228637695,-9.774431228637695,A,True,-0.02443099208176136,3.749999998137355,0.1094106016898285,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.2555508315563202,-1.5055508613586426,-7.130550861358643,-9.568050384521484,A,False,-1.5055508613586426,-1.2500000298023224,0.5303042484263532,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-5.012155532836914,-0.012155384756624699,-8.887155532836914,-11.137155532836914,B,True,-0.012155384756624699,5.000000148080289,0.040179598186311866,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-3.6238969187252223e-05,-10.500036239624023,-12.750036239624023,-15.500036239624023,A,True,-3.6238969187252223e-05,10.500000000654836,0.00031666082474243816,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_1,burgers,NoComm_CorrVar_InValid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.005866215564310551,-5.255866050720215,-8.005866050720215,-10.505866050720215,A,True,-0.005866215564310551,5.249999835155904,0.03263946253500337,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,pde_class,,"{""A"": ""burgers"", ""B"": ""wave"", ""C"": ""navier-stokes"", ""D"": ""heat""}",A,-0.0001284993631998077,-9.250128746032715,-10.875128746032715,-11.375128746032715,A,True,-0.0001284993631998077,9.250000246669515,0.0013517728840495118,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-3.1688802242279053,-0.04388028755784035,-8.668880462646484,-10.168880462646484,B,True,-0.04388028755784035,3.124999936670065,0.17452323694224647,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-4.6132929128361866e-05,-10.250045776367188,-12.625045776367188,-14.500045776367188,A,False,-10.250045776367188,-10.24999964343806,0.0003977585731056179,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.7605828642845154,-0.6355828642845154,-7.88558292388916,-9.38558292388916,B,False,-0.7605828642845154,-0.125,0.6911978636434496,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-11.50007438659668,-7.450303382938728e-05,-10.62507438659668,-12.87507438659668,B,True,-7.450303382938728e-05,11.49999988356285,0.00012662495013380276,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-7.7508087158203125,-0.0008086272282525897,-9.250808715820312,-11.750808715820312,B,False,-7.7508087158203125,-7.75000008859206,0.003767466880416327,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-13.625019073486328,-1.9430925021879375e-05,-12.750019073486328,-15.500019073486328,B,True,-1.9430925021879375e-05,13.624999642561306,1.7694290245530423e-05,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-17.000003814697266,-4.768360213347478e-06,-14.750004768371582,-17.250003814697266,B,True,-4.768360213347478e-06,16.999999046337052,7.451874305414788e-07,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_2,burgers,CorrComm_Invalid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",B,-12.875015258789062,-1.490105023549404e-05,-12.250015258789062,-14.750015258789062,B,True,-1.490105023549404e-05,12.875000357738827,3.553778015745113e-05,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,pde_class,,"{""A"": ""navier-stokes"", ""B"": ""burgers"", ""C"": ""heat"", ""D"": ""wave""}",B,-9.625699043273926,-0.0006992755807004869,-7.500699043273926,-9.500699043273926,B,True,-0.0006992755807004869,7.499999767693225,0.006184961468616959,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-6.628330707550049,-0.003330638399347663,-8.50333023071289,-11.25333023071289,B,False,-6.628330707550049,-6.625000069150701,0.010104173941445787,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.14662118256092072,-2.0216212272644043,-7.146621227264404,-9.459120750427246,A,False,-2.0216212272644043,-1.8750000447034836,0.39198299831147515,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.4765094518661499,-0.9765094518661499,-7.8515095710754395,-9.164009094238281,A,False,-0.9765094518661499,-0.5,0.6628473185771795,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-7.251834392547607,-0.0018346159486100078,-8.751834869384766,-11.126834869384766,B,True,-0.0018346159486100078,7.249999776598997,0.0058550338744257704,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-5.631689548492432,-0.006689771544188261,-8.63169002532959,-11.00669002532959,B,False,-5.631689548492432,-5.624999776948243,0.02381409409328348,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-3.6612679958343506,-0.036268070340156555,-8.66126823425293,-10.66126823425293,B,True,-0.036268070340156555,3.624999925494194,0.12039562185556603,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-15.250019073486328,-1.883488948806189e-05,-13.375019073486328,-16.125019073486328,B,True,-1.883488948806189e-05,15.25000023859684,3.8713469490397e-06,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_2,burgers,NoComm_CorrVar_InValid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",B,-10.750081062316895,-8.070142939686775e-05,-11.375081062316895,-13.625081062316895,B,True,-8.070142939686775e-05,10.750000360887498,0.00025197828869712884,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,pde_class,,"{""A"": ""wave"", ""B"": ""navier-stokes"", ""C"": ""burgers"", ""D"": ""heat""}",C,-14.875000953674316,-15.000000953674316,-8.344646857949556e-07,-15.125000953674316,C,True,-8.344646857949556e-07,14.87500011920963,1.4750283402403119e-05,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.004161745775490999,-5.504161834716797,-10.129161834716797,-11.629161834716797,A,True,-0.004161745775490999,5.500000088941306,0.026464198723084656,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-5.23315102327615e-05,-10.125052452087402,-12.625052452087402,-14.750052452087402,A,False,-10.125052452087402,-10.12500012057717,0.0004457093277116502,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.900134801864624,-0.525134801864624,-8.087635040283203,-9.462635040283203,B,True,-0.525134801864624,0.375,0.6758732891550641,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0007441850611940026,-7.375744342803955,-10.125743865966797,-12.375743865966797,A,True,-0.0007441850611940026,7.375000157742761,0.00524574407315509,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-3.6543917655944824,-0.029391752555966377,-8.779391288757324,-10.841891288757324,B,False,-3.6543917655944824,-3.625000013038516,0.12039561383187045,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.3007127310847864e-05,-10.875022888183594,-13.250022888183594,-15.875022888183594,A,True,-2.3007127310847864e-05,10.874999881056283,0.00022473633698409486,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-18.75,-9.536738616588991e-07,-16.0,-18.625,B,True,-9.536738616588991e-07,18.74999904632614,1.420822551963649e-07,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_3,burgers,CorrComm_Invalid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0006356602534651756,-7.500635623931885,-10.375636100769043,-12.750636100769043,A,True,-0.0006356602534651756,7.49999996367842,0.0046987714007881735,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,pde_class,,"{""A"": ""burgers"", ""B"": ""navier-stokes"", ""C"": ""wave"", ""D"": ""heat""}",A,-0.31678271293640137,-7.6917829513549805,-5.8167829513549805,-1.3167827129364014,A,True,-0.31678271293640137,1.0,0.6044626588384565,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.002468516817316413,-6.252468585968018,-9.25246810913086,-11.75246810913086,A,False,-6.252468585968018,-6.250000069150701,0.013970684016901444,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-5.630472183227539,-0.005472084973007441,-8.505472183227539,-11.255472183227539,B,False,-5.630472183227539,-5.625000098254532,0.023814087621733256,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.129110813140869,-0.1291109025478363,-8.504111289978027,-10.129111289978027,B,False,-2.129110813140869,-1.9999999105930328,0.365333873859524,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.012008280493319035,-4.512008190155029,-8.137008666992188,-10.387008666992188,A,True,-0.012008280493319035,4.49999990966171,0.06048899110162806,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-6.128178596496582,-0.0031784274615347385,-9.003178596496582,-11.815678596496582,B,False,-6.128178596496582,-6.125000169035047,0.015554238013725574,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.43125611543655396,-1.0562560558319092,-7.806256294250488,-10.181256294250488,A,True,-0.43125611543655396,0.6249999403953552,0.6466038963180598,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-17.00000762939453,-8.34461570775602e-06,-14.875008583068848,-17.62500762939453,B,True,-8.34461570775602e-06,16.999999284778823,7.451872628299525e-07,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_3,burgers,NoComm_CorrVar_InValid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",B,-9.375174522399902,-0.00017474555352237076,-10.500174522399902,-13.125174522399902,B,True,-0.00017474555352237076,9.37499977684638,0.0008799183299570976,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,pde_class,,"{""A"": ""heat"", ""B"": ""burgers"", ""C"": ""navier-stokes"", ""D"": ""wave""}",B,-9.125337600708008,-0.00033742457162588835,-8.625337600708008,-10.000337600708008,B,True,-0.00033742457162588835,8.625000176136382,0.0033293111423316002,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.010994214564561844,-4.6359944343566895,-8.510993957519531,-10.760993957519531,A,False,-4.6359944343566895,-4.625000219792128,0.054657604951812135,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-8.001038551330566,-0.0010386077919974923,-9.501038551330566,-12.251038551330566,B,False,-8.001038551330566,-7.999999943538569,0.0030182075660516953,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.12846605479717255,-2.1284661293029785,-7.8159661293029785,-9.25346565246582,A,False,-2.1284661293029785,-2.000000074505806,0.3653338394399444,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-13.375022888183594,-2.253030106658116e-05,-12.250022888183594,-15.000022888183594,B,True,-2.253030106658116e-05,13.375000357882527,2.233152199295497e-05,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-10.000160217285156,-0.00016008525562938303,-10.625160217285156,-13.625160217285156,B,False,-10.000160217285156,-10.000000132029527,0.0004993775243053677,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.00021407696476671845,-8.625213623046875,-11.250213623046875,-14.000213623046875,A,True,-0.00021407696476671845,8.624999546082108,0.0017279735227710988,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.9444261599564925e-05,-10.875029563903809,-13.125029563903809,-15.875029563903809,A,True,-2.9444261599564925e-05,10.875000119642209,0.00022473628788144168,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_CorrComm_InValid_4,burgers,CorrComm_Invalid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.00031442465842701495,-8.250314712524414,-10.875314712524414,-13.375314712524414,A,True,-0.00031442465842701495,8.250000287865987,0.002416043945630164,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,pde_class,,"{""A"": ""heat"", ""B"": ""burgers"", ""C"": ""wave"", ""D"": ""navier-stokes""}",B,-1.7218601703643799,-3.97186017036438,-0.2218601256608963,-6.846859931945801,C,False,-3.97186017036438,-3.7500000447034836,0.5674237893725874,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-9.125357627868652,-0.0003580405900720507,-9.875357627868652,-12.750357627868652,B,False,-9.125357627868652,-9.12499958727858,0.001102587551788078,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.20445790886878967,-1.7044578790664673,-7.766957759857178,-10.016958236694336,A,False,-1.7044578790664673,-1.4999999701976776,0.4750515703576529,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.465797185897827,-0.09079728275537491,-8.278297424316406,-9.903297424316406,B,False,-2.465797185897827,-2.3749999031424522,0.2910497152746231,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.004730462562292814,-5.504730224609375,-8.504730224609375,-10.754730224609375,A,True,-0.004730462562292814,5.499999762047082,0.02646420601107575,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-5.505013465881348,-0.005013513378798962,-8.880013465881348,-11.505013465881348,B,False,-5.505013465881348,-5.499999952502549,0.026464201764938154,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.43120482563972473,-1.0562047958374023,-7.931204795837402,-10.243704795837402,A,True,-0.43120482563972473,0.6249999701976776,0.6466038920881473,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-16.87500762939453,-7.390948667307384e-06,-14.750007629394531,-17.37500762939453,B,True,-7.390948667307384e-06,16.875000238445864,8.385433419102996e-07,length
Qwen/Qwen2.5-Coder-32B-Instruct,Burgers_NoComm_CorrVar_InValid_4,burgers,NoComm_CorrVar_InValid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",B,-10.625070571899414,-7.033100700937212e-05,-11.250070571899414,-13.750070571899414,B,True,-7.033100700937212e-05,10.625000240892405,0.0002824905297018473,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,pde_class,,"{""A"": ""heat"", ""B"": ""navier-stokes"", ""C"": ""wave"", ""D"": ""burgers""}",A,-14.875000953674316,-14.250000953674316,-17.500001907348633,-1.0728830375228426e-06,D,False,-14.875000953674316,-14.874999880791279,1.584313839767032e-05,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",B,-13.000030517578125,-3.0874729418428615e-05,-12.375030517578125,-15.250030517578125,B,True,-3.0874729418428615e-05,12.999999642848707,3.164455121981496e-05,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-6.876277923583984,-0.001278060139156878,-9.251277923583984,-10.876277923583984,B,True,-0.001278060139156878,6.8749998634448275,0.008129353497874843,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-5.878413200378418,-0.003413091180846095,-9.253413200378418,-11.190913200378418,B,True,-0.003413091180846095,5.875000109197572,0.019260301041057117,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0011014830088242888,-7.126101493835449,-9.37610149383545,-11.87610149383545,A,True,-0.0011014830088242888,7.125000010826625,0.006533521613506054,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.003383271163329482,-5.753383159637451,-9.00338363647461,-12.00338363647461,A,True,-0.003383271163329482,5.749999888474122,0.021420654841803336,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-15.125004768371582,-4.887569048150908e-06,-14.000004768371582,-17.0000057220459,B,False,-15.125004768371582,-15.124999880802534,4.353067684711421e-06,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.5629668016335927e-05,-10.875025749206543,-13.375025749206543,-16.125024795532227,A,True,-2.5629668016335927e-05,10.875000119538527,0.0002247362879028165,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_CorrComm_InValid_1,heat,CorrComm_Invalid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.00029059001826681197,-8.250290870666504,-11.500290870666504,-13.875290870666504,A,True,-0.00029059001826681197,8.250000280648237,0.0024160439611789412,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_NoComm_CorrVar_InValid_1,heat,NoComm_CorrVar_InValid,pde_class,,"{""A"": ""heat"", ""B"": ""wave"", ""C"": ""navier-stokes"", ""D"": ""burgers""}",A,-0.006609364878386259,-5.1316094398498535,-8.381608963012695,-7.7566094398498535,A,True,-0.006609364878386259,5.125000074971467,0.042094715619293864,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_NoComm_CorrVar_InValid_1,heat,NoComm_CorrVar_InValid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0002531684876885265,-8.625252723693848,-11.000252723693848,-13.625252723693848,A,True,-0.0002531684876885265,8.62499955520616,0.0017279735086457259,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_NoComm_CorrVar_InValid_1,heat,NoComm_CorrVar_InValid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.012669550254940987,-4.387669563293457,-9.262669563293457,-11.012669563293457,A,True,-0.012669550254940987,4.375000013038516,0.06689804205653223,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_NoComm_CorrVar_InValid_1,heat,NoComm_CorrVar_InValid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0347994863986969,-3.409799575805664,-8.534799575805664,-10.659799575805664,A,True,-0.0347994863986969,3.375000089406967,0.14531086738958932,length
Qwen/Qwen2.5-Coder-32B-Instruct,Heat_NoComm_CorrVar_InValid_1,heat,NoComm_CorrVar_InValid,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-9.875224113464355,-0.00022456508304458112,-10.250224113464355,-12.875224113464355,B,True,-0.00022456508304458112,9.87499954838131,0.0005594356250495777,length
